Date,Open,High,Low,Close,Adj Close,Volume
2023-03-03,6857.415039,6884.116211,6804.476074,6813.636230,6813.636230,118736600
2023-03-06,6813.918945,6856.568848,6801.189941,6807.000977,6807.000977,137055800
2023-03-07,6806.858887,6812.958984,6758.000977,6766.757813,6766.757813,140398600
2023-03-08,6766.757813,6776.370117,6728.190918,6776.370117,6776.370117,144130900
2023-03-09,6776.370117,6824.664063,6776.370117,6799.794922,6799.794922,113187000
2023-03-10,6799.794922,6799.794922,6741.410156,6765.301758,6765.301758,131746200
2023-03-13,6765.018066,6812.874023,6727.442871,6786.955078,6786.955078,141798000
2023-03-14,6786.671875,6786.671875,6635.375977,6641.813965,6641.813965,166605500
2023-03-15,6641.813965,6709.860840,6628.137207,6628.137207,6628.137207,139210500
2023-03-16,6628.137207,6630.768066,6542.791992,6565.728027,6565.728027,154420700
2023-03-17,6565.728027,6683.094238,6565.728027,6678.236816,6678.236816,455755600
2023-03-20,6678.236816,6678.236816,6587.688965,6612.490234,6612.490234,128905000
2023-03-21,6612.490234,6691.610840,6609.223145,6691.610840,6691.610840,145475100
2023-03-24,6694.017090,6776.904785,6692.166016,6762.253906,6762.253906,146575100
2023-03-27,6762.253906,6772.595215,6704.751953,6708.933105,6708.933105,135182600
2023-03-28,6708.933105,6764.654785,6708.933105,6760.328125,6760.328125,126113300
2023-03-29,6760.328125,6851.505859,6760.328125,6839.436035,6839.436035,143324900
2023-03-30,6839.436035,6868.632813,6803.092773,6808.951172,6808.951172,140466800
2023-03-31,6809.092773,6831.553223,6789.609863,6805.276855,6805.276855,139015200
2023-04-03,6805.276855,6849.357910,6805.126953,6827.174805,6827.174805,127453100
2023-04-04,6827.033203,6859.692871,6781.523926,6833.178223,6833.178223,131576400
2023-04-05,6833.178223,6867.336914,6816.430176,6819.674805,6819.674805,123965500
2023-04-06,6819.674805,6832.729980,6786.287109,6792.765137,6792.765137,172852900
2023-04-10,6792.765137,6799.494141,6735.192871,6771.234863,6771.234863,129368500
2023-04-11,6771.234863,6811.313965,6738.766113,6811.313965,6811.313965,161404500
2023-04-12,6811.455078,6833.744141,6775.284180,6798.963867,6798.963867,151427200
2023-04-13,6798.541016,6816.884766,6764.659180,6785.598145,6785.598145,161495800
2023-04-14,6785.879883,6838.071777,6785.700195,6818.574219,6818.574219,137035000
2023-04-17,6818.714844,6829.509766,6765.142090,6787.582031,6787.582031,94860100
2023-04-18,6787.582031,6839.758789,6784.172852,6821.807129,6821.807129,103660800
2023-04-26,6821.807129,6910.146973,6821.599121,6910.146973,6910.146973,120164300
2023-04-27,6910.848145,6971.910156,6877.649902,6945.477051,6945.477051,161595900
2023-04-28,6945.477051,6958.672852,6897.708984,6915.715820,6915.715820,130620700
2023-05-02,6915.715820,6920.335938,6814.344238,6863.301758,6863.301758,136480100
2023-05-03,6863.301758,6865.611816,6776.895996,6812.722168,6812.722168,121306900
2023-05-04,6812.722168,6846.124023,6780.086914,6844.026855,6844.026855,137517900
2023-05-05,6844.026855,6851.585938,6733.775879,6787.630859,6787.630859,148189400
2023-05-08,6787.491211,6798.321777,6756.661133,6769.630859,6769.630859,179625500
2023-05-09,6769.630859,6793.766113,6742.179199,6779.979980,6779.979980,172097200
2023-05-10,6780.400879,6820.123047,6775.192871,6811.904785,6811.904785,181480200
2023-05-11,6811.904785,6814.124023,6717.424805,6755.937988,6755.937988,162906200
2023-05-12,6755.937988,6755.937988,6704.565918,6707.763184,6707.763184,173779500
2023-05-15,6708.463867,6729.299805,6656.647949,6711.740234,6711.740234,142578400
2023-05-16,6711.740234,6729.074219,6659.073242,6676.563965,6676.563965,156372400
2023-05-17,6676.423828,6706.595215,6661.467773,6663.113770,6663.113770,180449300
2023-05-19,6663.113770,6715.030762,6662.749023,6700.561035,6700.561035,161565100
2023-05-22,6700.561035,6757.624023,6675.876953,6729.646973,6729.646973,167491100
2023-05-23,6729.646973,6772.646973,6727.067871,6736.684082,6736.684082,162216500
2023-05-24,6736.684082,6755.882813,6713.893066,6745.804199,6745.804199,137679300
2023-05-25,6745.804199,6749.712891,6702.529785,6704.230957,6704.230957,156986800
2023-05-26,6704.230957,6727.286133,6669.235840,6687.000977,6687.000977,181504900
2023-05-29,6687.280762,6708.367188,6617.236816,6681.102051,6681.102051,164801800
2023-05-30,6681.102051,6700.237793,6636.422852,6636.422852,6636.422852,173775000
2023-05-31,6636.422852,6657.649902,6562.955078,6633.261230,6633.261230,615071900
2023-06-05,6633.261230,6663.714844,6598.509766,6633.437012,6633.437012,152714500
2023-06-06,6633.437012,6677.567871,6602.003906,6618.922852,6618.922852,231838500
2023-06-07,6619.062988,6638.581055,6578.755859,6619.754883,6619.754883,162881000
2023-06-08,6619.754883,6666.330078,6598.419922,6666.330078,6666.330078,168616600
2023-06-09,6666.049805,6703.824219,6648.958984,6694.023926,6694.023926,182769600
2023-06-12,6694.583984,6722.373047,6670.521973,6722.373047,6722.373047,158712000
2023-06-13,6722.373047,6744.038086,6697.070801,6719.014160,6719.014160,176568000
2023-06-14,6718.874023,6744.644043,6672.855957,6699.716797,6699.716797,178279800
2023-06-15,6699.716797,6717.456055,6660.909180,6713.794922,6713.794922,151187300
2023-06-16,6713.515137,6726.456055,6669.335938,6698.546875,6698.546875,172061800
2023-06-19,6698.546875,6705.038086,6669.049805,6686.059082,6686.059082,161424500
2023-06-20,6686.059082,6692.440918,6626.148926,6660.455078,6660.455078,118276600
2023-06-21,6660.455078,6702.625000,6635.673828,6702.625000,6702.625000,120273100
2023-06-22,6702.765137,6717.976074,6652.261230,6652.261230,6652.261230,168533600
2023-06-23,6652.261230,6665.663086,6635.481934,6639.732910,6639.732910,113447100
2023-06-26,6639.732910,6674.060059,6622.184082,6664.667969,6664.667969,126037100
2023-06-27,6664.667969,6679.625977,6652.903809,6661.878906,6661.878906,142328900
2023-07-03,6661.735840,6696.715820,6660.824219,6696.715820,6696.715820,125551000
2023-07-04,6696.858887,6713.993164,6672.773926,6681.753906,6681.753906,146273000
2023-07-05,6681.753906,6719.056152,6676.934082,6718.977051,6718.977051,148911000
2023-07-06,6718.263184,6766.272949,6712.074219,6757.331055,6757.331055,179543000
2023-07-07,6757.047852,6757.047852,6711.223145,6716.458984,6716.458984,158332900
2023-07-10,6716.458984,6763.545898,6716.458984,6731.038086,6731.038086,123617000
2023-07-11,6731.180176,6796.923828,6730.629883,6796.923828,6796.923828,160428000
2023-07-12,6796.923828,6820.179199,6785.855957,6808.208984,6808.208984,161722800
2023-07-13,6808.351074,6835.737793,6783.741211,6810.212891,6810.212891,171443900
2023-07-14,6810.212891,6874.775879,6810.212891,6869.571777,6869.571777,160702800
2023-07-17,6869.712891,6931.271973,6867.144043,6867.144043,6867.144043,176805700
2023-07-18,6867.144043,6902.143066,6798.432129,6830.203125,6830.203125,150363000
2023-07-20,6830.061035,6874.892090,6827.999023,6864.188965,6864.188965,142032500
2023-07-21,6864.188965,6880.801758,6837.645996,6880.801758,6880.801758,131640100
2023-07-24,6880.801758,6929.684082,6877.948242,6899.395996,6899.395996,150084400
2023-07-25,6897.978027,6944.620117,6897.978027,6917.710938,6917.710938,150504400
2023-07-26,6917.710938,6955.975098,6917.407227,6948.278809,6948.278809,149683800
2023-07-27,6948.278809,6966.166992,6896.663086,6896.663086,6896.663086,158624100
2023-07-28,6896.805176,6904.104980,6857.368164,6900.229980,6900.229980,146686100
2023-07-31,6900.229980,6931.358887,6895.073242,6931.358887,6931.358887,171457600
2023-08-01,6931.075195,6934.387207,6880.466797,6886.496094,6886.496094,196062700
2023-08-02,6886.496094,6886.496094,6833.979980,6854.509766,6854.509766,183858400
2023-08-03,6854.509766,6924.053223,6839.743164,6898.077148,6898.077148,163613400
2023-08-04,6898.219238,6925.014160,6850.899902,6852.841797,6852.841797,118791000
2023-08-07,6852.841797,6904.355957,6852.841797,6886.366211,6886.366211,134540800
2023-08-08,6886.506836,6915.050781,6861.634766,6868.812988,6868.812988,170357400
2023-08-09,6868.812988,6901.060059,6863.083984,6875.111816,6875.111816,218491200
2023-08-10,6875.111816,6910.754883,6875.111816,6893.275879,6893.275879,162734000
2023-08-11,6893.275879,6906.645020,6865.111816,6879.979004,6879.979004,130736700
2023-08-14,6879.979004,6910.171875,6823.753906,6910.171875,6910.171875,138804900
2023-08-15,6910.455078,6928.629883,6898.381836,6915.101074,6915.101074,172760000
2023-08-16,6915.101074,6915.101074,6855.888184,6900.538086,6900.538086,152291200
2023-08-18,6899.830078,6899.830078,6856.378906,6859.912109,6859.912109,130737900
2023-08-21,6860.053223,6890.275879,6859.422852,6866.033203,6866.033203,207708300
2023-08-22,6866.033203,6927.448242,6860.688965,6916.450195,6916.450195,158573900
2023-08-23,6916.450195,6959.432129,6916.450195,6921.410156,6921.410156,170674700
2023-08-24,6921.410156,6937.648926,6898.388184,6899.392090,6899.392090,142846200
2023-08-25,6899.392090,6906.083984,6869.632813,6895.442871,6895.442871,129994800
2023-08-28,6895.868164,6940.121094,6895.868164,6921.727051,6921.727051,185488900
2023-08-29,6921.727051,6964.733887,6921.727051,6957.834961,6957.834961,244345800
2023-08-30,6958.259766,7008.486816,6958.259766,6966.655762,6966.655762,159326300
2023-08-31,6966.655762,6982.345215,6924.225098,6953.259766,6953.259766,233127700
2023-09-01,6953.259766,6992.634766,6950.264160,6977.653809,6977.653809,145790000
2023-09-04,6977.795898,7007.801758,6974.823242,6996.750000,6996.750000,154577900
2023-09-05,6996.750000,7014.479980,6972.626953,6991.708008,6991.708008,183173900
2023-09-06,6991.708008,7020.966797,6989.790039,6995.953125,6995.953125,165422100
2023-09-07,6996.095215,7003.671875,6927.420898,6954.808105,6954.808105,191159400
2023-09-08,6954.808105,6966.766113,6900.586914,6924.779785,6924.779785,140402900
2023-09-11,6924.779785,6963.393066,6904.362793,6963.393066,6963.393066,174103700
2023-09-12,6963.393066,6976.479980,6928.229004,6933.969238,6933.969238,174683500
2023-09-13,6934.109863,6944.820801,6903.234863,6935.476074,6935.476074,163898700
2023-09-14,6935.334961,6968.977051,6927.680176,6959.333008,6959.333008,171813100
2023-09-15,6959.190918,7011.878906,6945.069824,6982.791016,6982.791016,346903000
2023-09-18,6982.791016,6999.397949,6928.770996,6936.083008,6936.083008,153763100
2023-09-19,6936.367188,6994.037109,6934.710938,6980.320801,6980.320801,135442200
2023-09-20,6980.320801,7046.475098,6980.320801,7011.681152,7011.681152,146616600
2023-09-21,7011.681152,7021.293945,6974.008789,6991.465820,6991.465820,138027800
2023-09-22,6991.465820,7040.129883,6985.958984,7016.844238,7016.844238,155659000
2023-09-25,7016.984863,7029.766113,6994.438965,6998.380859,6998.380859,182991900
2023-09-26,6998.097168,7019.551758,6913.816895,6923.799805,6923.799805,222491300
2023-09-27,6923.799805,6970.846191,6913.352051,6937.828125,6937.828125,154929800
2023-09-29,6937.828125,6978.592773,6937.828125,6939.892090,6939.892090,165659400
2023-10-02,6939.892090,6984.579102,6939.610840,6961.458984,6961.458984,157872500
2023-10-03,6961.458984,6992.626953,6940.887207,6940.887207,6940.887207,167668900
2023-10-04,6940.887207,6943.273926,6839.857910,6886.576172,6886.576172,196090300
2023-10-05,6886.985840,6934.804199,6874.826172,6874.826172,6874.826172,167955300
2023-10-06,6875.099121,6913.012207,6875.099121,6888.518066,6888.518066,142303700
2023-10-09,6888.518066,6929.971191,6880.538086,6891.455078,6891.455078,139709000
2023-10-10,6891.455078,6954.008789,6891.455078,6922.187988,6922.187988,123670000
2023-10-11,6922.187988,6965.825195,6914.721191,6931.752930,6931.752930,178123100
2023-10-12,6931.889160,6986.882813,6931.889160,6935.150879,6935.150879,218808900
2023-10-13,6934.877930,6973.751953,6902.059082,6926.779785,6926.779785,216335000
2023-10-16,6926.916016,6970.598145,6878.263184,6896.291992,6896.291992,341572100
2023-10-17,6896.291992,6948.039063,6892.232910,6939.615234,6939.615234,176866700
2023-10-18,6939.615234,6968.254883,6908.286133,6927.905762,6927.905762,187464900
2023-10-19,6927.632813,6927.980957,6840.365234,6846.426758,6846.426758,205941400
2023-10-20,6846.426758,6869.474121,6803.192871,6849.167969,6849.167969,194064800
2023-10-23,6849.167969,6853.449219,6730.875977,6741.963867,6741.963867,168543100
2023-10-24,6741.828125,6826.048828,6738.533203,6806.762207,6806.762207,141478700
2023-10-25,6806.898926,6878.560059,6806.898926,6834.388184,6834.388184,153802700
2023-10-26,6833.979004,6838.809082,6704.520020,6714.519043,6714.519043,168306200
2023-10-27,6714.519043,6781.393066,6713.937012,6758.792969,6758.792969,163096100
2023-10-30,6758.657227,6775.212891,6692.779785,6735.892090,6735.892090,157763400
2023-10-31,6735.892090,6754.516113,6666.410156,6752.210938,6752.210938,195489700
2023-11-01,6751.938965,6773.980957,6639.824219,6642.417969,6642.417969,206571400
2023-11-02,6642.689941,6784.995117,6642.689941,6751.386230,6751.386230,221191100
2023-11-03,6751.386230,6826.618164,6748.695801,6788.850098,6788.850098,231714900
2023-11-06,6788.850098,6878.835938,6787.228027,6878.835938,6878.835938,228787500
2023-11-07,6878.835938,6887.022949,6806.881836,6843.790039,6843.790039,193087900
2023-11-08,6843.653809,6843.917969,6760.102051,6804.105957,6804.105957,151412300
2023-11-09,6804.105957,6865.077148,6793.764160,6838.232910,6838.232910,120495400
2023-11-10,6838.232910,6843.957031,6801.918945,6809.263184,6809.263184,133618500
2023-11-13,6809.263184,6857.103027,6809.263184,6838.312012,6838.312012,187630200
2023-11-14,6838.040039,6886.810059,6829.949219,6862.055176,6862.055176,152609900
2023-11-15,6862.327148,6985.590820,6862.327148,6958.205078,6958.205078,181839600
2023-11-16,6958.340820,6964.168945,6906.594238,6958.007813,6958.007813,122880300
2023-11-17,6958.145020,6977.667969,6919.629883,6977.667969,6977.667969,122926700
2023-11-20,6977.667969,7011.059082,6962.750977,6994.888184,6994.888184,150491900
2023-11-21,6994.888184,7010.978027,6946.960938,6961.790039,6961.790039,160615900
2023-11-22,6961.790039,6965.411133,6893.506836,6906.953125,6906.953125,181914600
2023-11-23,6907.088867,7018.429199,6906.609863,7004.344238,7004.344238,219080000
2023-11-24,7004.479980,7049.541016,7000.097168,7009.630859,7009.630859,181146200
2023-11-27,7009.630859,7061.827148,7008.812988,7013.405762,7013.405762,163462500
2023-11-28,7013.405762,7067.143066,7010.825195,7041.073242,7041.073242,167633600
2023-11-29,7041.073242,7070.190918,7020.012207,7036.086914,7036.086914,167555900
2023-11-30,7036.086914,7109.608887,7036.086914,7080.741211,7080.741211,259745500
2023-12-01,7080.061035,7083.855957,7022.765137,7059.905762,7059.905762,265990100
2023-12-04,7060.041992,7149.244141,7060.041992,7093.600098,7093.600098,308380600
2023-12-05,7093.056152,7117.578125,7047.631836,7100.854980,7100.854980,319577000
2023-12-06,7100.854980,7140.157227,7085.812012,7087.395020,7087.395020,272847500
2023-12-07,7087.395020,7134.623047,7041.008789,7134.623047,7134.623047,235230700
2023-12-08,7134.623047,7201.628906,7123.037109,7159.598145,7159.598145,270037600
2023-12-11,7139.275879,7153.115234,7045.172852,7088.785156,7088.785156,490104800
2023-12-12,7104.972168,7134.220215,7082.879883,7125.307129,7125.307129,255110500
2023-12-13,7110.077148,7124.475098,7045.942871,7075.340820,7075.340820,182766500
2023-12-14,7134.041992,7191.159180,7115.446777,7176.016113,7176.016113,228648300
2023-12-15,7183.148926,7215.937012,7169.430176,7190.987793,7190.987793,207901200
2023-12-18,7181.434082,7192.892090,7092.027832,7119.524902,7119.524902,239480200
2023-12-19,7116.545898,7187.846191,7112.817871,7187.846191,7187.846191,155446500
2023-12-20,7207.180176,7237.965820,7196.241211,7219.666992,7219.666992,142313600
2023-12-21,7222.092773,7229.288086,7173.007813,7209.619141,7209.619141,144347800
2023-12-22,7225.620117,7248.547852,7218.174805,7237.519043,7237.519043,111284900
2023-12-27,7256.158203,7293.524902,7239.663086,7245.916016,7245.916016,124953000
2023-12-28,7266.568848,7308.205078,7262.253906,7303.888184,7303.888184,123036000
2023-12-29,7307.110840,7309.782227,7259.682129,7272.796875,7272.796875,123172800
2024-01-02,7268.397949,7323.587891,7245.565918,7323.587891,7323.587891,121359000
2024-01-03,7316.108887,7321.878906,7275.874023,7279.090820,7279.090820,159498400
2024-01-04,7290.064941,7371.234863,7280.407227,7359.763184,7359.763184,155674900
2024-01-05,7376.288086,7403.578125,7350.619141,7350.619141,7350.619141,163057200
2024-01-08,7362.046875,7393.131836,7275.170898,7283.575195,7283.575195,140602400
2024-01-09,7299.783203,7311.638184,7180.157227,7200.203125,7200.203125,152570700
2024-01-10,7187.580078,7259.601074,7152.877930,7227.296875,7227.296875,152699300
2024-01-11,7253.456055,7277.500977,7219.963867,7219.963867,7219.963867,190523900
2024-01-12,7242.367188,7271.872070,7205.758789,7241.138184,7241.138184,152196500
2024-01-15,7254.044922,7281.261230,7206.307129,7224.000977,7224.000977,132959600
2024-01-16,7231.639160,7268.178223,7210.028809,7242.787109,7242.787109,130295500
2024-01-17,7248.014160,7252.457031,7162.484863,7200.634766,7200.634766,202143100
2024-01-18,7198.850098,7267.080078,7185.378906,7252.966797,7252.966797,158921700
2024-01-19,7271.341797,7277.979004,7170.805176,7227.401855,7227.401855,137359600
2024-01-22,7233.172852,7247.928223,7194.951172,7247.928223,7247.928223,141722200
2024-01-23,7232.516113,7256.229004,7201.829102,7256.229004,7256.229004,132610200
2024-01-24,7255.770020,7271.958008,7170.297852,7227.823242,7227.823242,128902300
2024-01-25,7215.526855,7253.720215,7176.111816,7178.041992,7178.041992,130391900
2024-01-26,7152.269043,7166.689941,7099.083984,7137.087891,7137.087891,140214300
2024-01-29,7147.714844,7177.696777,7115.036133,7157.174805,7157.174805,160408500
2024-01-30,7147.235840,7213.188965,7133.613770,7192.215820,7192.215820,182161800
